DUID,Site Name,Region,Technology Type,Dispatch Type,Unit Capacity (MW AC),Commitment Status,Full Commercial Use Date,Closure Date,Closure Year
W/HOE#1,Wivenhoe,QLD1,Hydro,Scheduled,285.0,In Service,,,
W/HOE#2,Wivenhoe,QLD1,Hydro,Scheduled,285.0,In Service,,,
Unknown,Wodonga BESS,VIC1,Battery Storage,Scheduled,250.0,Publicly Announced,,,
Unknown,Wodonga Solar Farm,VIC1,Solar PV,Semi-scheduled,4.0,Publicly Announced,,,
Unknown,Wollar BESS,NSW1,Battery Storage,Scheduled,2.0,Publicly Announced,,,
WOLARSF1,Wollar Solar Farm,NSW1,Solar PV,Semi-scheduled,280.0,In Service,2025.0,,
Unknown,Wollert,VIC1,Gas Turbine,Non-scheduled,1.12,In Service,,,
Unknown,Wollert Gas Turbine - KCI,VIC1,Gas Turbine,Scheduled,600.0,Publicly Announced,,,
Unknown,Wombelano Wind Farm,VIC1,Wind,Semi-scheduled,7.8,Publicly Announced,2030.0,,
Unknown,Wombelano Wind Farm,VIC1,Battery Storage,Scheduled,5.0,Publicly Announced,2029.0,,
Unknown,Wongalea BESS,NSW1,Battery Storage,Scheduled,300.0,Publicly Announced,2029.0,,
WONWP,Wonthaggi Wind Farm,VIC1,Wind,Non-scheduled,2.0,In Service,,,
Unknown,Wooderson Solar Farm,QLD1,Solar PV,Semi-scheduled,5.49,Publicly Announced,2030.0,,
Unknown,Woodland BESS,NSW1,Battery Storage,Scheduled,250.0,Publicly Announced,,,
WDLNGN01,Woodlawn Bioreactor Energy Generation,NSW1,Other,Non-scheduled,1.07,In Service,,,
WOODLWN1,Woodlawn Wind Farm,NSW1,Wind,Semi-scheduled,2.1,In Service,,,
Unknown,Woodstock BESS,QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,Woodstock Renewable Energy Hub - BESS,QLD1,Battery Storage,Scheduled,250.0,Publicly Announced,,,
Unknown,Woodstock Renewable Energy Hub - Solar,QLD1,Solar PV,Semi-scheduled,400.0,Publicly Announced,,,
Unknown,Woolbrook,NSW1,Wind,Semi-scheduled,7.2,Publicly Announced,2033.0,,
WOOLNTH1,Woolnorth Studland Bay / Bluff Point,TAS1,Wind,Significant Non-scheduled,1.75,In Service,,,
WOOLNTH1,Woolnorth Studland Bay / Bluff Point,TAS1,Wind,Significant Non-scheduled,1.75,In Service,,,
WOOLNTH1,Woolnorth Studland Bay / Bluff Point,TAS1,Wind,Significant Non-scheduled,3.0,In Service,,,
Unknown,Woolooga BESS,QLD1,Battery Storage,Scheduled,4.39,Committed,2026.0,,
Unknown,Woolooga BESS - KCI,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
WOOLGSF1,Woolooga Solar Farm,QLD1,Solar PV,Semi-scheduled,2.5,In Service,,,
Unknown,Woolsthorpe Wind Farm,VIC1,Wind,Semi-scheduled,6.0,Anticipated,2028.0,,
Unknown,Woonga Creek BESS,QLD1,Battery Storage,Scheduled,350.0,Publicly Announced,2029.0,,
Unknown,Wooreen Energy Storage System ,VIC1,Battery Storage,Scheduled,3.13,Committed*,2027.0,,
Unknown,Wooroora Station  Wind Farm,QLD1,Wind,Semi-scheduled,6.2,Publicly Announced,,,
WUNUSF1,Wunghnu Solar Farm,VIC1,Solar PV,Semi-scheduled,2.75,In Commissioning,2025.0,,
Unknown,Wurdong BESS,QLD1,Battery Storage,Scheduled,3.75,Publicly Announced,2029.0,,
Unknown,Wyaga Solar Farm and BESS,QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,Wyaga Solar Farm and BESS,QLD1,Solar PV,Semi-scheduled,500.0,Publicly Announced,,,
WYASF1,Wyalong Solar Farm,NSW1,Solar PV,Semi-scheduled,1.64,In Service,,,
WYANGALA,Wyangala A,NSW1,Hydro,Non-scheduled,20.0,In Service,,,
WYANGALB,Wyangala B,NSW1,Hydro,Non-scheduled,4.0,In Service,,,
Unknown,X-Elio - Sixteen Mile SF BESS,QLD1,Solar PV,Semi-scheduled,350.0,Publicly Announced,,,
Unknown,Yabulu BESS,QLD1,Battery Storage,Scheduled,200.0,Anticipated,2027.0,,
Unknown,Yabulu Solar Farm,QLD1,Solar PV,Semi-scheduled,3.6,Publicly Announced,2029.0,,
Unknown,Yabulu South BESS,QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Yadnarie Solar Farm,SA1,Solar PV,Semi-scheduled,6.0,Publicly Announced,,,
YWPS1,Yallourn W,VIC1,Coal,Scheduled,350.0,Announced Withdrawal,,2028-07-01,2028.0
YWPS2,Yallourn W,VIC1,Coal,Scheduled,350.0,Announced Withdrawal,,2028-07-01,2028.0
YWPS3,Yallourn W,VIC1,Coal,Scheduled,375.0,Announced Withdrawal,,2028-07-01,2028.0
YWPS4,Yallourn W,VIC1,Coal,Scheduled,375.0,Announced Withdrawal,,2028-07-01,2028.0
YSWF1,Yaloak South Wind Farm,VIC1,Wind,Significant Non-scheduled,2.05,In Service,,,
YAMBUKWF,Yambuk,VIC1,Wind,Significant Non-scheduled,1.5,In Service,,,
Unknown,Yanco BESS,NSW1,Battery Storage,Scheduled,3.62,Anticipated,2027.0,,
Unknown,Yanco Delta Wind Farm,NSW1,Wind,Semi-scheduled,7.2,Publicly Announced,2029.0,,
Unknown,Yanco Solar Farm,NSW1,Solar PV,Semi-scheduled,60.0,Publicly Announced,2027.0,,
Unknown,Yarrabee Solar Power Project,NSW1,Solar PV,Semi-scheduled,3.63,Publicly Announced,2029.0,,
YARANSF1,Yarranlea Solar Farm,QLD1,Solar PV,Semi-scheduled,2.75,In Service,,,
YWNGAHYD,Yarrawonga,VIC1,Hydro,Non-scheduled,4.75,In Service,,,
YARWUN_1,Yarwun 1,QLD1,Gas Turbine,Significant Non-scheduled,180.0,In Service,,,
YATSF1,Yatpool Solar Farm,VIC1,Solar PV,Semi-scheduled,2.75,In Service,,,
YATSF1,Yatpool Solar Farm,VIC1,Solar PV,Semi-scheduled,2.5,In Service,,,
YAWWF1,Yawong Wind Farm,VIC1,Wind,Non-scheduled,3.6,In Service,,,
Unknown,Yelarbon SF and BESS - KCI,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Yelarbon SF and BESS - KCI,QLD1,Solar PV,Semi-scheduled,4.0,Publicly Announced,,,
YENDWF1,Yendon Wind Farm,VIC1,Wind,Semi-scheduled,3.8,In Service,,,
Unknown,Yoorndoo Ilga Solar - KCI,SA1,Solar PV,Semi-scheduled,250.0,Publicly Announced,,,
Unknown,Yumali Wind Farm,SA1,Wind,Semi-scheduled,7.2,Publicly Announced,2031.0,,
Unknown,Yumali Wind Farm,SA1,Battery Storage,Scheduled,60.0,Publicly Announced,2031.0,,
Unknown,Zero Moorabool BESS (Cordoba BESS) - KCI,VIC1,Battery Storage,Scheduled,220.0,Publicly Announced,,,
Unknown,Zero Moorabool BESS (Cordoba BESS) - KCI,VIC1,Battery Storage,Scheduled,220.0,Publicly Announced,,,
